INFO:root:Loaded ViT-B-16-plus-240 model config.
DEBUG:root:Applied TL bonus, new score: 3
DEBUG:root:Applied length bonus, new score: 17
DEBUG:root:Final score for DUETS: 17
DEBUG:root:Letter: D, Base Score: 2
DEBUG:root:Applied TL bonus, new score: 6
DEBUG:root:Letter: E, Base Score: 1
DEBUG:root:Final score for DE: 7
DEBUG:root:Letter: D, Base Score: 2
DEBUG:root:Applied TL bonus, new score: 6
DEBUG:root:Letter: E, Base Score: 1
DEBUG:root:Letter: I, Base Score: 1
DEBUG:root:Letter: T, Base Score: 1
DEBUG:root:Letter: Y, Base Score: 4
DEBUG:root:Applied length bonus, new score: 18
DEBUG:root:Final score for DEITY: 18
DEBUG:root:Letter: D, Base Score: 2
DEBUG:root:Applied TL bonus, new score: 6
DEBUG:root:Letter: E, Base Score: 1
DEBUG:root:Letter: I, Base Score: 1
DEBUG:root:Letter: S, Base Score: 1
DEBUG:root:Applied TL bonus, new score: 3
DEBUG:root:Letter: T, Base Score: 1
DEBUG:root:Applied length bonus, new score: 17
DEBUG:root:Final score for DEIST: 17
DEBUG:root:Letter: D, Base Score: 2
DEBUG:root:Applied TL bonus, new score: 6
DEBUG:root:Letter: I, Base Score: 1
DEBUG:root:Letter: E, Base Score: 1
DEBUG:root:Final score for DIE: 8
DEBUG:root:Letter: D, Base Score: 2
DEBUG:root:Applied TL bonus, new score: 6
DEBUG:root:Letter: I, Base Score: 1
DEBUG:root:Letter: E, Base Score: 1
DEBUG:root:Letter: T, Base Score: 1
DEBUG:root:Final score for DIET: 9
DEBUG:root:Letter: D, Base Score: 2
DEBUG:root:Applied TL bonus, new score: 6
DEBUG:root:Letter: I, Base Score: 1
DEBUG:root:Letter: E, Base Score: 1
DEBUG:root:Letter: T, Base Score: 1
DEBUG:root:Letter: S, Base Score: 1
DEBUG:root:Applied TL bonus, new score: 3
DEBUG:root:Applied length bonus, new score: 17
DEBUG:root:Final score for DIETS: 17
DEBUG:root:Letter: D, Base Score: 2
DEBUG:root:Applied TL bonus, new score: 6
DEBUG:root:Letter: I, Base Score: 1
DEBUG:root:Letter: T, Base Score: 1
DEBUG:root:Final score for DIT: 8
DEBUG:root:Letter: D, Base Score: 2
DEBUG:root:Applied TL bonus, new score: 6
DEBUG:root:Letter: I, Base Score: 1
DEBUG:root:Letter: T, Base Score: 1
DEBUG:root:Letter: E, Base Score: 1
DEBUG:root:Final score for DITE: 9
DEBUG:root:Letter: D, Base Score: 2
DEBUG:root:Applied TL bonus, new score: 6
DEBUG:root:Letter: I, Base Score: 1
DEBUG:root:Letter: T, Base Score: 1
DEBUG:root:Letter: S, Base Score: 1
DEBUG:root:Applied TL bonus, new score: 3
DEBUG:root:Final score for DITS: 11
DEBUG:root:Letter: D, Base Score: 2
DEBUG:root:Applied TL bonus, new score: 6
DEBUG:root:Letter: I, Base Score: 1
DEBUG:root:Letter: T, Base Score: 1
DEBUG:root:Letter: T, Base Score: 1
DEBUG:root:Letter: Y, Base Score: 4
DEBUG:root:Applied length bonus, new score: 18
DEBUG:root:Final score for DITTY: 18
DEBUG:root:Letter: D, Base Score: 2
DEBUG:root:Applied TL bonus, new score: 6
DEBUG:root:Letter: I, Base Score: 1
DEBUG:root:Letter: S, Base Score: 1
DEBUG:root:Applied TL bonus, new score: 3
DEBUG:root:Final score for DIS: 10
DEBUG:root:Letter: D, Base Score: 2
DEBUG:root:Applied TL bonus, new score: 6
DEBUG:root:Letter: Y, Base Score: 4
DEBUG:root:Letter: E, Base Score: 1
DEBUG:root:Final score for DYE: 11
DEBUG:root:Letter: F, Base Score: 4
DEBUG:root:Letter: L, Base Score: 1
DEBUG:root:Letter: E, Base Score: 1
DEBUG:root:Letter: Y, Base Score: 4
DEBUG:root:Final score for FLEY: 10
DEBUG:root:Letter: F, Base Score: 4
DEBUG:root:Letter: E, Base Score: 1
DEBUG:root:Final score for FE: 5
DEBUG:root:Letter: F, Base Score: 4
DEBUG:root:Letter: E, Base Score: 1
DEBUG:root:Letter: L, Base Score: 1
DEBUG:root:Letter: L, Base Score: 1
DEBUG:root:Applied TW bonus
DEBUG:root:Applied word multiplier, new score: 21
DEBUG:root:Final score for FELL: 21
DEBUG:root:Letter: F, Base Score: 4
DEBUG:root:Letter: E, Base Score: 1
DEBUG:root:Letter: Y, Base Score: 4
DEBUG:root:Final score for FEY: 9
DEBUG:root:Letter: F, Base Score: 4
DEBUG:root:Letter: E, Base Score: 1
DEBUG:root:Letter: H, Base Score: 4
DEBUG:root:Final score for FEH: 9
DEBUG:root:Letter: F, Base Score: 4
DEBUG:root:Letter: Y, Base Score: 4
DEBUG:root:Letter: T, Base Score: 1
DEBUG:root:Letter: T, Base Score: 1
DEBUG:root:Letter: E, Base Score: 1
DEBUG:root:Applied length bonus, new score: 16
DEBUG:root:Final score for FYTTE: 16
DEBUG:root:Letter: E, Base Score: 1
DEBUG:root:Letter: L, Base Score: 1
DEBUG:root:Final score for EL: 2
DEBUG:root:Letter: E, Base Score: 1
DEBUG:root:Letter: L, Base Score: 1
DEBUG:root:Letter: L, Base Score: 1
DEBUG:root:Applied TW bonus
DEBUG:root:Applied word multiplier, new score: 9
DEBUG:root:Final score for ELL: 9
DEBUG:root:Letter: E, Base Score: 1
DEBUG:root:Letter: L, Base Score: 1
DEBUG:root:Applied TW bonus
DEBUG:root:Letter: D, Base Score: 2
DEBUG:root:Applied TL bonus, new score: 6
DEBUG:root:Applied word multiplier, new score: 24
DEBUG:root:Final score for ELD: 24
DEBUG:root:Letter: E, Base Score: 1
DEBUG:root:Letter: L, Base Score: 1
DEBUG:root:Letter: F, Base Score: 4
DEBUG:root:Final score for ELF: 6
DEBUG:root:Letter: E, Base Score: 1
DEBUG:root:Letter: F, Base Score: 4
DEBUG:root:Final score for EF: 5
DEBUG:root:Letter: E, Base Score: 1
DEBUG:root:Letter: F, Base Score: 4
DEBUG:root:Letter: T, Base Score: 1
DEBUG:root:Final score for EFT: 6
DEBUG:root:Letter: E, Base Score: 1
DEBUG:root:Letter: F, Base Score: 4
DEBUG:root:Letter: T, Base Score: 1
DEBUG:root:Letter: S, Base Score: 1
DEBUG:root:Applied TL bonus, new score: 3
DEBUG:root:Final score for EFTS: 9
DEBUG:root:Letter: E, Base Score: 1
DEBUG:root:Letter: Y, Base Score: 4
DEBUG:root:Letter: E, Base Score: 1
DEBUG:root:Final score for EYE: 6
DEBUG:root:Letter: E, Base Score: 1
DEBUG:root:Letter: H, Base Score: 4
DEBUG:root:Final score for EH: 5
DEBUG:root:Letter: I, Base Score: 1
DEBUG:root:Letter: D, Base Score: 2
DEBUG:root:Applied TL bonus, new score: 6
DEBUG:root:Final score for ID: 7
DEBUG:root:Letter: I, Base Score: 1
DEBUG:root:Letter: D, Base Score: 2
DEBUG:root:Applied TL bonus, new score: 6
DEBUG:root:Letter: L, Base Score: 1
DEBUG:root:Applied TW bonus
DEBUG:root:Letter: E, Base Score: 1
DEBUG:root:Applied word multiplier, new score: 27
DEBUG:root:Final score for IDLE: 27
DEBUG:root:Letter: I, Base Score: 1
DEBUG:root:Letter: T, Base Score: 1
DEBUG:root:Final score for IT: 2
DEBUG:root:Letter: I, Base Score: 1
DEBUG:root:Letter: T, Base Score: 1
DEBUG:root:Letter: S, Base Score: 1
DEBUG:root:Applied TL bonus, new score: 3
DEBUG:root:Final score for ITS: 5
DEBUG:root:Letter: I, Base Score: 1
DEBUG:root:Letter: S, Base Score: 1
DEBUG:root:Applied TL bonus, new score: 3
DEBUG:root:Final score for IS: 4
DEBUG:root:Letter: T, Base Score: 1
DEBUG:root:Letter: E, Base Score: 1
DEBUG:root:Final score for TE: 2
DEBUG:root:Letter: T, Base Score: 1
DEBUG:root:Letter: E, Base Score: 1
DEBUG:root:Letter: G, Base Score: 2
DEBUG:root:Final score for TEG: 4
DEBUG:root:Letter: T, Base Score: 1
DEBUG:root:Letter: E, Base Score: 1
DEBUG:root:Letter: G, Base Score: 2
DEBUG:root:Letter: U, Base Score: 1
DEBUG:root:Final score for TEGU: 5
DEBUG:root:Letter: T, Base Score: 1
DEBUG:root:Letter: E, Base Score: 1
DEBUG:root:Letter: D, Base Score: 2
DEBUG:root:Applied TL bonus, new score: 6
DEBUG:root:Final score for TED: 8
DEBUG:root:Letter: T, Base Score: 1
DEBUG:root:Letter: I, Base Score: 1
DEBUG:root:Final score for TI: 2
DEBUG:root:Letter: T, Base Score: 1
DEBUG:root:Letter: I, Base Score: 1
DEBUG:root:Letter: E, Base Score: 1
DEBUG:root:Final score for TIE: 3
DEBUG:root:Letter: T, Base Score: 1
DEBUG:root:Letter: I, Base Score: 1
DEBUG:root:Letter: E, Base Score: 1
DEBUG:root:Letter: D, Base Score: 2
DEBUG:root:Applied TL bonus, new score: 6
DEBUG:root:Final score for TIED: 9
DEBUG:root:Letter: T, Base Score: 1
DEBUG:root:Letter: I, Base Score: 1
DEBUG:root:Letter: D, Base Score: 2
DEBUG:root:Applied TL bonus, new score: 6
DEBUG:root:Letter: E, Base Score: 1
DEBUG:root:Final score for TIDE: 9
DEBUG:root:Letter: T, Base Score: 1
DEBUG:root:Letter: I, Base Score: 1
DEBUG:root:Letter: D, Base Score: 2
DEBUG:root:Applied TL bonus, new score: 6
DEBUG:root:Letter: Y, Base Score: 4
DEBUG:root:Final score for TIDY: 12
DEBUG:root:Letter: T, Base Score: 1
DEBUG:root:Letter: I, Base Score: 1
DEBUG:root:Letter: S, Base Score: 1
DEBUG:root:Applied TL bonus, new score: 3
DEBUG:root:Final score for TIS: 5
DEBUG:root:Letter: T, Base Score: 1
DEBUG:root:Letter: I, Base Score: 1
DEBUG:root:Letter: T, Base Score: 1
DEBUG:root:Final score for TIT: 3
DEBUG:root:Letter: T, Base Score: 1
DEBUG:root:Letter: I, Base Score: 1
DEBUG:root:Letter: T, Base Score: 1
DEBUG:root:Letter: S, Base Score: 1
DEBUG:root:Applied TL bonus, new score: 3
DEBUG:root:Final score for TITS: 6
DEBUG:root:Letter: T, Base Score: 1
DEBUG:root:Letter: Y, Base Score: 4
DEBUG:root:Letter: E, Base Score: 1
DEBUG:root:Final score for TYE: 6
DEBUG:root:Letter: T, Base Score: 1
DEBUG:root:Letter: E, Base Score: 1
DEBUG:root:Letter: T, Base Score: 1
DEBUG:root:Final score for TET: 3
DEBUG:root:Letter: T, Base Score: 1
DEBUG:root:Letter: E, Base Score: 1
DEBUG:root:Letter: T, Base Score: 1
DEBUG:root:Letter: S, Base Score: 1
DEBUG:root:Applied TL bonus, new score: 3
DEBUG:root:Final score for TETS: 6
DEBUG:root:Letter: Y, Base Score: 4
DEBUG:root:Letter: E, Base Score: 1
DEBUG:root:Final score for YE: 5
DEBUG:root:Letter: Y, Base Score: 4
DEBUG:root:Letter: E, Base Score: 1
DEBUG:root:Letter: L, Base Score: 1
DEBUG:root:Letter: L, Base Score: 1
DEBUG:root:Applied TW bonus
DEBUG:root:Applied word multiplier, new score: 21
DEBUG:root:Final score for YELL: 21
DEBUG:root:Letter: Y, Base Score: 4
DEBUG:root:Letter: E, Base Score: 1
DEBUG:root:Letter: L, Base Score: 1
DEBUG:root:Applied TW bonus
DEBUG:root:Letter: D, Base Score: 2
DEBUG:root:Applied TL bonus, new score: 6
DEBUG:root:Applied word multiplier, new score: 36
DEBUG:root:Final score for YELD: 36
DEBUG:root:Letter: Y, Base Score: 4
DEBUG:root:Letter: E, Base Score: 1
DEBUG:root:Letter: H, Base Score: 4
DEBUG:root:Final score for YEH: 9
DEBUG:root:Letter: Y, Base Score: 4
DEBUG:root:Letter: E, Base Score: 1
DEBUG:root:Letter: T, Base Score: 1
DEBUG:root:Final score for YET: 6
DEBUG:root:Letter: Y, Base Score: 4
DEBUG:root:Letter: E, Base Score: 1
DEBUG:root:Letter: T, Base Score: 1
DEBUG:root:Letter: I, Base Score: 1
DEBUG:root:Final score for YETI: 7
DEBUG:root:Letter: Y, Base Score: 4
DEBUG:root:Letter: E, Base Score: 1
DEBUG:root:Letter: T, Base Score: 1
DEBUG:root:Letter: I, Base Score: 1
DEBUG:root:Letter: S, Base Score: 1
DEBUG:root:Applied TL bonus, new score: 3
DEBUG:root:Applied length bonus, new score: 15
DEBUG:root:Final score for YETIS: 15
DEBUG:root:Letter: Y, Base Score: 4
DEBUG:root:Letter: E, Base Score: 1
DEBUG:root:Letter: T, Base Score: 1
DEBUG:root:Letter: T, Base Score: 1
DEBUG:root:Final score for YETT: 7
DEBUG:root:Letter: Y, Base Score: 4
DEBUG:root:Letter: E, Base Score: 1
DEBUG:root:Letter: T, Base Score: 1
DEBUG:root:Letter: T, Base Score: 1
DEBUG:root:Letter: S, Base Score: 1
DEBUG:root:Applied TL bonus, new score: 3
DEBUG:root:Applied length bonus, new score: 15
DEBUG:root:Final score for YETTS: 15
DEBUG:root:Letter: H, Base Score: 4
DEBUG:root:Letter: E, Base Score: 1
DEBUG:root:Final score for HE: 5
DEBUG:root:Letter: H, Base Score: 4
DEBUG:root:Letter: E, Base Score: 1
DEBUG:root:Letter: L, Base Score: 1
DEBUG:root:Letter: L, Base Score: 1
DEBUG:root:Applied TW bonus
DEBUG:root:Applied word multiplier, new score: 21
DEBUG:root:Final score for HELL: 21
DEBUG:root:Letter: H, Base Score: 4
DEBUG:root:Letter: E, Base Score: 1
DEBUG:root:Letter: L, Base Score: 1
DEBUG:root:Applied TW bonus
DEBUG:root:Letter: D, Base Score: 2
DEBUG:root:Applied TL bonus, new score: 6
DEBUG:root:Applied word multiplier, new score: 36
DEBUG:root:Final score for HELD: 36
DEBUG:root:Letter: H, Base Score: 4
DEBUG:root:Letter: E, Base Score: 1
DEBUG:root:Letter: F, Base Score: 4
DEBUG:root:Letter: T, Base Score: 1
DEBUG:root:Final score for HEFT: 10
DEBUG:root:Letter: H, Base Score: 4
DEBUG:root:Letter: E, Base Score: 1
DEBUG:root:Letter: F, Base Score: 4
DEBUG:root:Letter: T, Base Score: 1
DEBUG:root:Letter: E, Base Score: 1
DEBUG:root:Letter: D, Base Score: 2
DEBUG:root:Applied TL bonus, new score: 6
DEBUG:root:Applied length bonus, new score: 27
DEBUG:root:Final score for HEFTED: 27
DEBUG:root:Letter: H, Base Score: 4
DEBUG:root:Letter: E, Base Score: 1
DEBUG:root:Letter: F, Base Score: 4
DEBUG:root:Letter: T, Base Score: 1
DEBUG:root:Letter: Y, Base Score: 4
DEBUG:root:Applied length bonus, new score: 19
DEBUG:root:Final score for HEFTY: 19
DEBUG:root:Letter: H, Base Score: 4
DEBUG:root:Letter: E, Base Score: 1
DEBUG:root:Letter: F, Base Score: 4
DEBUG:root:Letter: T, Base Score: 1
DEBUG:root:Letter: S, Base Score: 1
DEBUG:root:Applied TL bonus, new score: 3
DEBUG:root:Applied length bonus, new score: 18
DEBUG:root:Final score for HEFTS: 18
DEBUG:root:Letter: H, Base Score: 4
DEBUG:root:Letter: E, Base Score: 1
DEBUG:root:Letter: Y, Base Score: 4
DEBUG:root:Final score for HEY: 9
DEBUG:root:Letter: H, Base Score: 4
DEBUG:root:Letter: Y, Base Score: 4
DEBUG:root:Letter: T, Base Score: 1
DEBUG:root:Letter: E, Base Score: 1
DEBUG:root:Final score for HYTE: 10
DEBUG:root:Letter: H, Base Score: 4
DEBUG:root:Letter: E, Base Score: 1
DEBUG:root:Letter: T, Base Score: 1
DEBUG:root:Final score for HET: 6
DEBUG:root:Letter: H, Base Score: 4
DEBUG:root:Letter: E, Base Score: 1
DEBUG:root:Letter: T, Base Score: 1
DEBUG:root:Letter: S, Base Score: 1
DEBUG:root:Applied TL bonus, new score: 3
DEBUG:root:Final score for HETS: 9
DEBUG:root:Letter: S, Base Score: 1
DEBUG:root:Applied TL bonus, new score: 3
DEBUG:root:Letter: I, Base Score: 1
DEBUG:root:Final score for SI: 4
DEBUG:root:Letter: S, Base Score: 1
DEBUG:root:Applied TL bonus, new score: 3
DEBUG:root:Letter: I, Base Score: 1
DEBUG:root:Letter: D, Base Score: 2
DEBUG:root:Applied TL bonus, new score: 6
DEBUG:root:Letter: L, Base Score: 1
DEBUG:root:Applied TW bonus
DEBUG:root:Letter: E, Base Score: 1
DEBUG:root:Applied word multiplier, new score: 36
DEBUG:root:Applied length bonus, new score: 41
DEBUG:root:Final score for SIDLE: 41
DEBUG:root:Letter: S, Base Score: 1
DEBUG:root:Applied TL bonus, new score: 3
DEBUG:root:Letter: I, Base Score: 1
DEBUG:root:Letter: D, Base Score: 2
DEBUG:root:Applied TL bonus, new score: 6
DEBUG:root:Letter: E, Base Score: 1
DEBUG:root:Final score for SIDE: 11
DEBUG:root:Letter: S, Base Score: 1
DEBUG:root:Applied TL bonus, new score: 3
DEBUG:root:Letter: I, Base Score: 1
DEBUG:root:Letter: T, Base Score: 1
DEBUG:root:Final score for SIT: 5
DEBUG:root:Letter: S, Base Score: 1
DEBUG:root:Applied TL bonus, new score: 3
DEBUG:root:Letter: I, Base Score: 1
DEBUG:root:Letter: T, Base Score: 1
DEBUG:root:Letter: E, Base Score: 1
DEBUG:root:Final score for SITE: 6
DEBUG:root:Letter: S, Base Score: 1
DEBUG:root:Applied TL bonus, new score: 3
DEBUG:root:Letter: I, Base Score: 1
DEBUG:root:Letter: T, Base Score: 1
DEBUG:root:Letter: E, Base Score: 1
DEBUG:root:Letter: D, Base Score: 2
DEBUG:root:Applied TL bonus, new score: 6
DEBUG:root:Applied length bonus, new score: 17
DEBUG:root:Final score for SITED: 17
DEBUG:root:Letter: S, Base Score: 1
DEBUG:root:Applied TL bonus, new score: 3
DEBUG:root:Letter: T, Base Score: 1
DEBUG:root:Letter: I, Base Score: 1
DEBUG:root:Letter: E, Base Score: 1
DEBUG:root:Letter: D, Base Score: 2
DEBUG:root:Applied TL bonus, new score: 6
DEBUG:root:Applied length bonus, new score: 17
DEBUG:root:Final score for STIED: 17
DEBUG:root:Letter: S, Base Score: 1
DEBUG:root:Applied TL bonus, new score: 3
DEBUG:root:Letter: T, Base Score: 1
DEBUG:root:Letter: Y, Base Score: 4
DEBUG:root:Final score for STY: 8
DEBUG:root:Letter: S, Base Score: 1
DEBUG:root:Applied TL bonus, new score: 3
DEBUG:root:Letter: T, Base Score: 1
DEBUG:root:Letter: Y, Base Score: 4
DEBUG:root:Letter: E, Base Score: 1
DEBUG:root:Final score for STYE: 9
DEBUG:root:Letter: S, Base Score: 1
DEBUG:root:Applied TL bonus, new score: 3
DEBUG:root:Letter: T, Base Score: 1
DEBUG:root:Letter: E, Base Score: 1
DEBUG:root:Letter: Y, Base Score: 4
DEBUG:root:Final score for STEY: 9
DEBUG:root:Letter: S, Base Score: 1
DEBUG:root:Applied TL bonus, new score: 3
DEBUG:root:Letter: T, Base Score: 1
DEBUG:root:Letter: E, Base Score: 1
DEBUG:root:Letter: T, Base Score: 1
DEBUG:root:Final score for STET: 6
DEBUG:root:Letter: B, Base Score: 3
DEBUG:root:Letter: Y, Base Score: 4
DEBUG:root:Final score for BY: 7
DEBUG:root:Letter: B, Base Score: 3
DEBUG:root:Letter: Y, Base Score: 4
DEBUG:root:Letter: E, Base Score: 1
DEBUG:root:Final score for BYE: 8
DEBUG:root:Letter: B, Base Score: 3
DEBUG:root:Letter: Y, Base Score: 4
DEBUG:root:Letter: T, Base Score: 1
DEBUG:root:Letter: E, Base Score: 1
DEBUG:root:Final score for BYTE: 9
DEBUG:root:Letter: B, Base Score: 3
DEBUG:root:Letter: E, Base Score: 1
DEBUG:root:Final score for BE: 4
DEBUG:root:Letter: B, Base Score: 3
DEBUG:root:Letter: E, Base Score: 1
DEBUG:root:Letter: T, Base Score: 1
DEBUG:root:Final score for BET: 5
DEBUG:root:Letter: B, Base Score: 3
DEBUG:root:Letter: E, Base Score: 1
DEBUG:root:Letter: T, Base Score: 1
DEBUG:root:Letter: I, Base Score: 1
DEBUG:root:Letter: D, Base Score: 2
DEBUG:root:Applied TL bonus, new score: 6
DEBUG:root:Letter: E, Base Score: 1
DEBUG:root:Applied length bonus, new score: 23
DEBUG:root:Final score for BETIDE: 23
DEBUG:root:Letter: B, Base Score: 3
DEBUG:root:Letter: E, Base Score: 1
DEBUG:root:Letter: T, Base Score: 1
DEBUG:root:Letter: S, Base Score: 1
DEBUG:root:Applied TL bonus, new score: 3
DEBUG:root:Final score for BETS: 8
DEBUG:root:Letter: B, Base Score: 3
DEBUG:root:Letter: E, Base Score: 1
DEBUG:root:Letter: Y, Base Score: 4
DEBUG:root:Final score for BEY: 8
DEBUG:root:Letter: B, Base Score: 3
DEBUG:root:Letter: E, Base Score: 1
DEBUG:root:Letter: H, Base Score: 4
DEBUG:root:Letter: E, Base Score: 1
DEBUG:root:Letter: L, Base Score: 1
DEBUG:root:Applied TW bonus
DEBUG:root:Letter: D, Base Score: 2
DEBUG:root:Applied TL bonus, new score: 6
DEBUG:root:Applied word multiplier, new score: 48
DEBUG:root:Applied length bonus, new score: 58
DEBUG:root:Final score for BEHELD: 58
DEBUG:root:Letter: B, Base Score: 3
DEBUG:root:Letter: E, Base Score: 1
DEBUG:root:Letter: T, Base Score: 1
DEBUG:root:Letter: T, Base Score: 1
DEBUG:root:Letter: E, Base Score: 1
DEBUG:root:Letter: D, Base Score: 2
DEBUG:root:Applied TL bonus, new score: 6
DEBUG:root:Applied length bonus, new score: 23
DEBUG:root:Final score for BETTED: 23
INFO:root:Loaded ViT-B-16-plus-240 model config.
INFO:root:Loading pretrained ViT-B-16-plus-240 weights (laion400m_e32).
DEBUG:root:Letter: W, Base Score: 4
DEBUG:root:Letter: E, Base Score: 1
DEBUG:root:Final score for WE: 5
DEBUG:root:Letter: W, Base Score: 4
DEBUG:root:Letter: E, Base Score: 1
DEBUG:root:Letter: R, Base Score: 1
DEBUG:root:Letter: T, Base Score: 1
DEBUG:root:Final score for WERT: 7
DEBUG:root:Letter: W, Base Score: 4
DEBUG:root:Letter: U, Base Score: 1
DEBUG:root:Letter: D, Base Score: 2
DEBUG:root:Final score for WUD: 7
DEBUG:root:Letter: S, Base Score: 1
DEBUG:root:Letter: P, Base Score: 3
DEBUG:root:Letter: U, Base Score: 1
DEBUG:root:Letter: E, Base Score: 1
DEBUG:root:Final score for SPUE: 6
DEBUG:root:Letter: S, Base Score: 1
DEBUG:root:Letter: P, Base Score: 3
DEBUG:root:Letter: U, Base Score: 1
DEBUG:root:Letter: R, Base Score: 1
DEBUG:root:Final score for SPUR: 6
DEBUG:root:Letter: S, Base Score: 1
DEBUG:root:Letter: P, Base Score: 3
DEBUG:root:Letter: U, Base Score: 1
DEBUG:root:Letter: R, Base Score: 1
DEBUG:root:Letter: T, Base Score: 1
DEBUG:root:Applied length bonus, new score: 12
DEBUG:root:Final score for SPURT: 12
DEBUG:root:Letter: S, Base Score: 1
DEBUG:root:Letter: P, Base Score: 3
DEBUG:root:Letter: U, Base Score: 1
DEBUG:root:Letter: R, Base Score: 1
DEBUG:root:Letter: T, Base Score: 1
DEBUG:root:Letter: E, Base Score: 1
DEBUG:root:Letter: D, Base Score: 2
DEBUG:root:Applied length bonus, new score: 25
DEBUG:root:Final score for SPURTED: 25
DEBUG:root:Letter: S, Base Score: 1
DEBUG:root:Letter: P, Base Score: 3
DEBUG:root:Letter: U, Base Score: 1
DEBUG:root:Letter: D, Base Score: 2
DEBUG:root:Final score for SPUD: 7
DEBUG:root:Letter: S, Base Score: 1
DEBUG:root:Letter: P, Base Score: 3
DEBUG:root:Letter: A, Base Score: 1
DEBUG:root:Final score for SPA: 5
DEBUG:root:Letter: S, Base Score: 1
DEBUG:root:Letter: P, Base Score: 3
DEBUG:root:Letter: A, Base Score: 1
DEBUG:root:Letter: R, Base Score: 1
DEBUG:root:Final score for SPAR: 6
DEBUG:root:Letter: S, Base Score: 1
DEBUG:root:Letter: P, Base Score: 3
DEBUG:root:Letter: A, Base Score: 1
DEBUG:root:Letter: R, Base Score: 1
DEBUG:root:Letter: E, Base Score: 1
DEBUG:root:Applied length bonus, new score: 12
DEBUG:root:Final score for SPARE: 12
DEBUG:root:Letter: S, Base Score: 1
DEBUG:root:Letter: P, Base Score: 3
DEBUG:root:Letter: A, Base Score: 1
DEBUG:root:Letter: D, Base Score: 2
DEBUG:root:Letter: E, Base Score: 1
DEBUG:root:Applied length bonus, new score: 13
DEBUG:root:Final score for SPADE: 13
DEBUG:root:Letter: S, Base Score: 1
DEBUG:root:Letter: P, Base Score: 3
DEBUG:root:Letter: A, Base Score: 1
